ItemID,ItemName,EquipPos,Profession,level,quality,DirectoryComment,ModelPrefabWarrior,ModelPrefabArcher,ModelPrefabSorcer,ModelPrefabCleric,ModelPrefab5,ModelPrefab6,ModelPrefab7,ModelPrefab8,PresentID,ReplaceID,AgainReplaceID
10230,驱魔师帽子|驱魔师帽子|驱魔师帽子|驱魔师帽子|驱魔师帽子|驱魔师帽子,0,,,,equip/priest/,wa_costume_priest_a01_helmet,ar_costume_priest_a01_helmet,so_costume_priest_a01_helmet,cl_costume_priest_a01_helmet,ac_costume_priest_a01_helmet,as_costume_priest_a01_helmet,,,,0|0|0|0|10006|0,
10231,驱魔师上装|驱魔师上装|驱魔师上装|驱魔师上装|驱魔师上装|驱魔师上装,1,,,,equip/priest/,wa_costume_priest_a01_body,ar_costume_priest_a01_body,so_costume_priest_a01_body,cl_costume_priest_a01_body,ac_costume_priest_a01_body,as_costume_priest_a01_body,,,,,
10232,驱魔师下装|驱魔师下装|驱魔师下装|驱魔师下装|驱魔师下装|驱魔师下装,2,,,,equip/priest/,wa_costume_priest_a01_leg,ar_costume_priest_a01_leg,so_costume_priest_a01_leg,cl_costume_priest_a01_leg,ac_costume_priest_a01_leg,as_costume_priest_a01_leg,,,,,
10233,驱魔师手套|驱魔师手套|驱魔师手套|驱魔师手套|驱魔师手套|驱魔师手套,3,,,,equip/priest/,wa_costume_priest_a01_glove,ar_costume_priest_a01_glove,so_costume_priest_a01_glove,cl_costume_priest_a01_glove,ac_costume_priest_a01_glove,as_costume_priest_a01_glove,,,,,
10234,驱魔师鞋子|驱魔师鞋子|驱魔师鞋子|驱魔师鞋子|驱魔师鞋子|驱魔师鞋子,4,,,,equip/priest/,wa_costume_priest_a01_boots,ar_costume_priest_a01_boots,so_costume_priest_a01_boots,cl_costume_priest_a01_boots,ac_costume_priest_a01_boots,as_costume_priest_a01_boots,,,,0|0|10001|0|0|0,
10235,驱魔师长剑|驱魔师长弓|驱魔师法杖|驱魔师权杖|驱魔师加农炮|驱魔师短剑,5,,,,,weapon/wa_costume_priest_a01_sword_weapon,weapon/ar_costume_priest_a01_bigbow_weapon,weapon/so_costume_priest_a01_staff_weapon,weapon/cl_costume_priest_a01_mace_weapon,weapon/ac_costume_priest_a01_cannon_weapon,weapon/as_costume_priest_a01_scimitar_weapon,,,,,
10236,驱魔师护手|驱魔师箭袋|驱魔师魔法书|驱魔师盾牌|驱魔师穿线环|驱魔师曲柄杖,6,,,,equip/priest/,wa_costume_priest_a01_gauntlet,ar_costume_priest_a01_quiver,so_costume_priest_a01_book,cl_costume_priest_a01_shield,ac_costume_priest_a01_gauntlet,as_costume_priest_a01_crook,,,,,
10240,驱魔师帽子|驱魔师帽子|驱魔师帽子|驱魔师帽子|驱魔师帽子|驱魔师帽子,0,,,,equip/priest/,wa_costume_priest_a01_helmet,ar_costume_priest_a01_helmet,so_costume_priest_a01_helmet,cl_costume_priest_a01_helmet,ac_costume_priest_a01_helmet,as_costume_priest_a01_helmet,,,,0|0|0|0|10006|0,
10241,驱魔师上装|驱魔师上装|驱魔师上装|驱魔师上装|驱魔师上装|驱魔师上装,1,,,,equip/priest/,wa_costume_priest_a01_body,ar_costume_priest_a01_body,so_costume_priest_a01_body,cl_costume_priest_a01_body,ac_costume_priest_a01_body,as_costume_priest_a01_body,,,,,
10242,驱魔师下装|驱魔师下装|驱魔师下装|驱魔师下装|驱魔师下装|驱魔师下装,2,,,,equip/priest/,wa_costume_priest_a01_leg,ar_costume_priest_a01_leg,so_costume_priest_a01_leg,cl_costume_priest_a01_leg,ac_costume_priest_a01_leg,as_costume_priest_a01_leg,,,,,
10243,驱魔师手套|驱魔师手套|驱魔师手套|驱魔师手套|驱魔师手套|驱魔师手套,3,,,,equip/priest/,wa_costume_priest_a01_glove,ar_costume_priest_a01_glove,so_costume_priest_a01_glove,cl_costume_priest_a01_glove,ac_costume_priest_a01_glove,as_costume_priest_a01_glove,,,,,
10244,驱魔师鞋子|驱魔师鞋子|驱魔师鞋子|驱魔师鞋子|驱魔师鞋子|驱魔师鞋子,4,,,,equip/priest/,wa_costume_priest_a01_boots,ar_costume_priest_a01_boots,so_costume_priest_a01_boots,cl_costume_priest_a01_boots,ac_costume_priest_a01_boots,as_costume_priest_a01_boots,,,,0|0|10001|0|0|0,
10245,驱魔师长剑|驱魔师长弓|驱魔师法杖|驱魔师权杖|驱魔师加农炮|驱魔师短剑,5,,,,,weapon/wa_costume_priest_a01_sword_weapon,weapon/ar_costume_priest_a01_bigbow_weapon,weapon/so_costume_priest_a01_staff_weapon,weapon/cl_costume_priest_a01_mace_weapon,weapon/ac_costume_priest_a01_cannon_weapon,weapon/as_costume_priest_a01_scimitar_weapon,,,,,
10246,驱魔师护手|驱魔师箭袋|驱魔师魔法书|驱魔师盾牌|驱魔师穿线环|驱魔师曲柄杖,6,,,,equip/priest/,wa_costume_priest_a01_gauntlet,ar_costume_priest_a01_quiver,so_costume_priest_a01_book,cl_costume_priest_a01_shield,ac_costume_priest_a01_gauntlet,as_costume_priest_a01_crook,,,,,
10250,驱魔师帽子|驱魔师帽子|驱魔师帽子|驱魔师帽子|驱魔师帽子|驱魔师帽子,0,,,,equip/priest/,wa_costume_priest_a01_helmet,ar_costume_priest_a01_helmet,so_costume_priest_a01_helmet,cl_costume_priest_a01_helmet,ac_costume_priest_a01_helmet,as_costume_priest_a01_helmet,,,,0|0|0|0|10006|0,
10251,驱魔师上装|驱魔师上装|驱魔师上装|驱魔师上装|驱魔师上装|驱魔师上装,1,,,,equip/priest/,wa_costume_priest_a01_body,ar_costume_priest_a01_body,so_costume_priest_a01_body,cl_costume_priest_a01_body,ac_costume_priest_a01_body,as_costume_priest_a01_body,,,,,
10252,驱魔师下装|驱魔师下装|驱魔师下装|驱魔师下装|驱魔师下装|驱魔师下装,2,,,,equip/priest/,wa_costume_priest_a01_leg,ar_costume_priest_a01_leg,so_costume_priest_a01_leg,cl_costume_priest_a01_leg,ac_costume_priest_a01_leg,as_costume_priest_a01_leg,,,,,
10253,驱魔师手套|驱魔师手套|驱魔师手套|驱魔师手套|驱魔师手套|驱魔师手套,3,,,,equip/priest/,wa_costume_priest_a01_glove,ar_costume_priest_a01_glove,so_costume_priest_a01_glove,cl_costume_priest_a01_glove,ac_costume_priest_a01_glove,as_costume_priest_a01_glove,,,,,
10254,驱魔师鞋子|驱魔师鞋子|驱魔师鞋子|驱魔师鞋子|驱魔师鞋子|驱魔师鞋子,4,,,,equip/priest/,wa_costume_priest_a01_boots,ar_costume_priest_a01_boots,so_costume_priest_a01_boots,cl_costume_priest_a01_boots,ac_costume_priest_a01_boots,as_costume_priest_a01_boots,,,,0|0|10001|0|0|0,
10255,驱魔师长剑|驱魔师长弓|驱魔师法杖|驱魔师权杖|驱魔师加农炮|驱魔师短剑,5,,,,,weapon/wa_costume_priest_a01_sword_weapon,weapon/ar_costume_priest_a01_bigbow_weapon,weapon/so_costume_priest_a01_staff_weapon,weapon/cl_costume_priest_a01_mace_weapon,weapon/ac_costume_priest_a01_cannon_weapon,weapon/as_costume_priest_a01_scimitar_weapon,,,,,
10256,驱魔师护手|驱魔师箭袋|驱魔师魔法书|驱魔师盾牌|驱魔师穿线环|驱魔师曲柄杖,6,,,,equip/priest/,wa_costume_priest_a01_gauntlet,ar_costume_priest_a01_quiver,so_costume_priest_a01_book,cl_costume_priest_a01_shield,ac_costume_priest_a01_gauntlet,as_costume_priest_a01_crook,,,,,
10260,驱魔师帽子|驱魔师帽子|驱魔师帽子|驱魔师帽子|驱魔师帽子|驱魔师帽子,0,,,,equip/priest/,wa_costume_priest_a01_helmet,ar_costume_priest_a01_helmet,so_costume_priest_a01_helmet,cl_costume_priest_a01_helmet,ac_costume_priest_a01_helmet,as_costume_priest_a01_helmet,,,,0|0|0|0|10006|0,
10261,驱魔师上装|驱魔师上装|驱魔师上装|驱魔师上装|驱魔师上装|驱魔师上装,1,,,,equip/priest/,wa_costume_priest_a01_body,ar_costume_priest_a01_body,so_costume_priest_a01_body,cl_costume_priest_a01_body,ac_costume_priest_a01_body,as_costume_priest_a01_body,,,,,
10262,驱魔师下装|驱魔师下装|驱魔师下装|驱魔师下装|驱魔师下装|驱魔师下装,2,,,,equip/priest/,wa_costume_priest_a01_leg,ar_costume_priest_a01_leg,so_costume_priest_a01_leg,cl_costume_priest_a01_leg,ac_costume_priest_a01_leg,as_costume_priest_a01_leg,,,,,
10263,驱魔师手套|驱魔师手套|驱魔师手套|驱魔师手套|驱魔师手套|驱魔师手套,3,,,,equip/priest/,wa_costume_priest_a01_glove,ar_costume_priest_a01_glove,so_costume_priest_a01_glove,cl_costume_priest_a01_glove,ac_costume_priest_a01_glove,as_costume_priest_a01_glove,,,,,
10264,驱魔师鞋子|驱魔师鞋子|驱魔师鞋子|驱魔师鞋子|驱魔师鞋子|驱魔师鞋子,4,,,,equip/priest/,wa_costume_priest_a01_boots,ar_costume_priest_a01_boots,so_costume_priest_a01_boots,cl_costume_priest_a01_boots,ac_costume_priest_a01_boots,as_costume_priest_a01_boots,,,,0|0|10001|0|0|0,
10265,驱魔师长剑|驱魔师长弓|驱魔师法杖|驱魔师权杖|驱魔师加农炮|驱魔师短剑,5,,,,,weapon/wa_costume_priest_a01_sword_weapon,weapon/ar_costume_priest_a01_bigbow_weapon,weapon/so_costume_priest_a01_staff_weapon,weapon/cl_costume_priest_a01_mace_weapon,weapon/ac_costume_priest_a01_cannon_weapon,weapon/as_costume_priest_a01_scimitar_weapon,,,,,
10266,驱魔师护手|驱魔师箭袋|驱魔师魔法书|驱魔师盾牌|驱魔师穿线环|驱魔师曲柄杖,6,,,,equip/priest/,wa_costume_priest_a01_gauntlet,ar_costume_priest_a01_quiver,so_costume_priest_a01_book,cl_costume_priest_a01_shield,ac_costume_priest_a01_gauntlet,as_costume_priest_a01_crook,,,,,
10270,驱魔师帽子|驱魔师帽子|驱魔师帽子|驱魔师帽子|驱魔师帽子|驱魔师帽子,0,,,,equip/priest/,wa_costume_priest_a01_helmet,ar_costume_priest_a01_helmet,so_costume_priest_a01_helmet,cl_costume_priest_a01_helmet,ac_costume_priest_a01_helmet,as_costume_priest_a01_helmet,,,,0|0|0|0|10006|0,
10271,驱魔师上装|驱魔师上装|驱魔师上装|驱魔师上装|驱魔师上装|驱魔师上装,1,,,,equip/priest/,wa_costume_priest_a01_body,ar_costume_priest_a01_body,so_costume_priest_a01_body,cl_costume_priest_a01_body,ac_costume_priest_a01_body,as_costume_priest_a01_body,,,,,
10272,驱魔师下装|驱魔师下装|驱魔师下装|驱魔师下装|驱魔师下装|驱魔师下装,2,,,,equip/priest/,wa_costume_priest_a01_leg,ar_costume_priest_a01_leg,so_costume_priest_a01_leg,cl_costume_priest_a01_leg,ac_costume_priest_a01_leg,as_costume_priest_a01_leg,,,,,
10273,驱魔师手套|驱魔师手套|驱魔师手套|驱魔师手套|驱魔师手套|驱魔师手套,3,,,,equip/priest/,wa_costume_priest_a01_glove,ar_costume_priest_a01_glove,so_costume_priest_a01_glove,cl_costume_priest_a01_glove,ac_costume_priest_a01_glove,as_costume_priest_a01_glove,,,,,
10274,驱魔师鞋子|驱魔师鞋子|驱魔师鞋子|驱魔师鞋子|驱魔师鞋子|驱魔师鞋子,4,,,,equip/priest/,wa_costume_priest_a01_boots,ar_costume_priest_a01_boots,so_costume_priest_a01_boots,cl_costume_priest_a01_boots,ac_costume_priest_a01_boots,as_costume_priest_a01_boots,,,,0|0|10001|0|0|0,
10275,驱魔师长剑|驱魔师长弓|驱魔师法杖|驱魔师权杖|驱魔师加农炮|驱魔师短剑,5,,,,,weapon/wa_costume_priest_a01_sword_weapon,weapon/ar_costume_priest_a01_bigbow_weapon,weapon/so_costume_priest_a01_staff_weapon,weapon/cl_costume_priest_a01_mace_weapon,weapon/ac_costume_priest_a01_cannon_weapon,weapon/as_costume_priest_a01_scimitar_weapon,,,,,
10276,驱魔师护手|驱魔师箭袋|驱魔师魔法书|驱魔师盾牌|驱魔师穿线环|驱魔师曲柄杖,6,,,,equip/priest/,wa_costume_priest_a01_gauntlet,ar_costume_priest_a01_quiver,so_costume_priest_a01_book,cl_costume_priest_a01_shield,ac_costume_priest_a01_gauntlet,as_costume_priest_a01_crook,,,,,
10280,棋风帽子（3天）|(棋风帽子（3天）|棋风帽子（3天）|棋风帽子（3天）|棋风帽子（3天）,0,,,,equip/chess/,wa_costume_chess_a01_helmet,ar_costume_chess_a01_helmet,so_costume_chess_a01_helmet,cl_costume_chess_a01_helmet,ac_costume_chess_a01_helmet,as_costume_chess_a01_helmet,,,,0|0|0|10007|10006|0,
10281,棋风上装（3天）|棋风上装（3天）|棋风上装（3天）|棋风上装（3天）|棋风上装（3天）,1,,,,equip/chess/,wa_costume_chess_a01_body,ar_costume_chess_a01_body,so_costume_chess_a01_body,cl_costume_chess_a01_body,ac_costume_chess_a01_body,as_costume_chess_a01_body,,,,,
10282,棋风下装（3天）|棋风下装（3天）|棋风下装（3天）|棋风下装（3天）|棋风下装（3天）,2,,,,equip/chess/,wa_costume_chess_a01_leg,ar_costume_chess_a01_leg,so_costume_chess_a01_leg,cl_costume_chess_a01_leg,ac_costume_chess_a01_leg,as_costume_chess_a01_leg,,,,,
10283,棋风手套（3天）|棋风手套（3天）|棋风手套（3天）|棋风手套（3天）|棋风手套（3天）,3,,,,equip/chess/,wa_costume_chess_a01_glove,ar_costume_chess_a01_glove,so_costume_chess_a01_glove,cl_costume_chess_a01_glove,ac_costume_chess_a01_glove,as_costume_chess_a01_glove,,,,,
10284,棋风鞋子（3天）|棋风鞋子（3天）|棋风鞋子（3天）|棋风鞋子（3天）|棋风鞋子（3天）,4,,,,equip/chess/,wa_costume_chess_a01_boots,ar_costume_chess_a01_boots,so_costume_chess_a01_boots,cl_costume_chess_a01_boots,ac_costume_chess_a01_boots,as_costume_chess_a01_boots,,,,0|0|10001|0|0|0,
10285,棋风长剑（3天）|棋风长弓（3天）|棋风法杖（3天）|棋风权杖（3天）|棋风长剑（3天）,5,,,,,weapon/wa_costume_chess_a01_sword_weapon,weapon/ar_costume_chess_a01_bigbow_weapon,weapon/so_costume_chess_a01_staff_weapon,weapon/cl_costume_chess_a01_mace_weapon,weapon/ac_costume_chess_a01_cannon_weapon,weapon/as_costume_chess_a01_scimitar_weapon,,,,,
10286,棋风护手（3天）|棋风箭袋（3天）|棋风魔法书（3天）|棋风盾牌（3天）|棋风护手（3天）,6,,,,equip/chess/,wa_costume_chess_a01_gauntlet,ar_costume_chess_a01_quiver,so_costume_chess_a01_book,cl_costume_chess_a01_shield,ac_costume_chess_a01_gauntlet,as_costume_chess_a01_crook,,,,,
10290,棋风帽子（5天）|(棋风帽子（5天）|棋风帽子（5天）|棋风帽子（5天）|棋风帽子（5天）,0,,,,equip/chess/,wa_costume_chess_a01_helmet,ar_costume_chess_a01_helmet,so_costume_chess_a01_helmet,cl_costume_chess_a01_helmet,ac_costume_chess_a01_helmet,as_costume_chess_a01_helmet,,,,0|0|0|10007|10006|0,
10291,棋风上装（5天）|棋风上装（5天）|棋风上装（5天）|棋风上装（5天）|棋风上装（5天）,1,,,,equip/chess/,wa_costume_chess_a01_body,ar_costume_chess_a01_body,so_costume_chess_a01_body,cl_costume_chess_a01_body,ac_costume_chess_a01_body,as_costume_chess_a01_body,,,,,
10292,棋风下装（5天）|棋风下装（5天）|棋风下装（5天）|棋风下装（5天）|棋风下装（5天）,2,,,,equip/chess/,wa_costume_chess_a01_leg,ar_costume_chess_a01_leg,so_costume_chess_a01_leg,cl_costume_chess_a01_leg,ac_costume_chess_a01_leg,as_costume_chess_a01_leg,,,,,
10293,棋风手套（5天）|棋风手套（5天）|棋风手套（5天）|棋风手套（5天）|棋风手套（5天）,3,,,,equip/chess/,wa_costume_chess_a01_glove,ar_costume_chess_a01_glove,so_costume_chess_a01_glove,cl_costume_chess_a01_glove,ac_costume_chess_a01_glove,as_costume_chess_a01_glove,,,,,
10294,棋风鞋子（5天）|棋风鞋子（5天）|棋风鞋子（5天）|棋风鞋子（5天）|棋风鞋子（5天）,4,,,,equip/chess/,wa_costume_chess_a01_boots,ar_costume_chess_a01_boots,so_costume_chess_a01_boots,cl_costume_chess_a01_boots,ac_costume_chess_a01_boots,as_costume_chess_a01_boots,,,,0|0|10001|0|0|0,
10295,棋风长剑（5天）|棋风长弓（5天）|棋风法杖（5天）|棋风权杖（5天）|棋风长剑（5天）,5,,,,,weapon/wa_costume_chess_a01_sword_weapon,weapon/ar_costume_chess_a01_bigbow_weapon,weapon/so_costume_chess_a01_staff_weapon,weapon/cl_costume_chess_a01_mace_weapon,weapon/ac_costume_chess_a01_cannon_weapon,weapon/as_costume_chess_a01_scimitar_weapon,,,,,
10296,棋风护手（5天）|棋风箭袋（5天）|棋风魔法书（5天）|棋风盾牌（5天）|棋风护手（5天）,6,,,,equip/chess/,wa_costume_chess_a01_gauntlet,ar_costume_chess_a01_quiver,so_costume_chess_a01_book,cl_costume_chess_a01_shield,ac_costume_chess_a01_gauntlet,as_costume_chess_a01_crook,,,,,
10300,棋风帽子（7天）|(棋风帽子（7天）|棋风帽子（7天）|棋风帽子（7天）|棋风帽子（7天）,0,,,,equip/chess/,wa_costume_chess_a01_helmet,ar_costume_chess_a01_helmet,so_costume_chess_a01_helmet,cl_costume_chess_a01_helmet,ac_costume_chess_a01_helmet,as_costume_chess_a01_helmet,,,,0|0|0|10007|10006|0,
10301,棋风上装（7天）|棋风上装（7天）|棋风上装（7天）|棋风上装（7天）|棋风上装（7天）,1,,,,equip/chess/,wa_costume_chess_a01_body,ar_costume_chess_a01_body,so_costume_chess_a01_body,cl_costume_chess_a01_body,ac_costume_chess_a01_body,as_costume_chess_a01_body,,,,,
10302,棋风下装（7天）|棋风下装（7天）|棋风下装（7天）|棋风下装（7天）|棋风下装（7天）,2,,,,equip/chess/,wa_costume_chess_a01_leg,ar_costume_chess_a01_leg,so_costume_chess_a01_leg,cl_costume_chess_a01_leg,ac_costume_chess_a01_leg,as_costume_chess_a01_leg,,,,,
10303,棋风手套（7天）|棋风手套（7天）|棋风手套（7天）|棋风手套（7天）|棋风手套（7天）,3,,,,equip/chess/,wa_costume_chess_a01_glove,ar_costume_chess_a01_glove,so_costume_chess_a01_glove,cl_costume_chess_a01_glove,ac_costume_chess_a01_glove,as_costume_chess_a01_glove,,,,,
10304,棋风鞋子（7天）|棋风鞋子（7天）|棋风鞋子（7天）|棋风鞋子（7天）|棋风鞋子（7天）,4,,,,equip/chess/,wa_costume_chess_a01_boots,ar_costume_chess_a01_boots,so_costume_chess_a01_boots,cl_costume_chess_a01_boots,ac_costume_chess_a01_boots,as_costume_chess_a01_boots,,,,0|0|10001|0|0|0,
10305,棋风长剑（7天）|棋风长弓（7天）|棋风法杖（7天）|棋风权杖（7天）|棋风长剑（7天）,5,,,,,weapon/wa_costume_chess_a01_sword_weapon,weapon/ar_costume_chess_a01_bigbow_weapon,weapon/so_costume_chess_a01_staff_weapon,weapon/cl_costume_chess_a01_mace_weapon,weapon/ac_costume_chess_a01_cannon_weapon,weapon/as_costume_chess_a01_scimitar_weapon,,,,,
10306,棋风护手（7天）|棋风箭袋（7天）|棋风魔法书（7天）|棋风盾牌（7天）|棋风护手（7天）,6,,,,equip/chess/,wa_costume_chess_a01_gauntlet,ar_costume_chess_a01_quiver,so_costume_chess_a01_book,cl_costume_chess_a01_shield,ac_costume_chess_a01_gauntlet,as_costume_chess_a01_crook,,,,,
10310,龙战士帽子（15天）|龙战士帽子（15天）|龙战士帽子（15天）|龙战士帽子（15天）,0,,,,equip/darkbone/,wa_darkbone_a02_helmet,ar_darkbone_a02_helmet,so_darkbone_a02_helmet,cl_darkbone_a02_helmet,ac_darkbone_a02_helmet,as_darkbone_a02_helmet,,,,0|0|0|10007|0|0,
10311,龙战士上装（15天）|龙战士上装（15天）|龙战士上装（15天）|龙战士上装（15天）,1,,,,equip/darkbone/,wa_darkbone_a02_body,ar_darkbone_a02_body,so_darkbone_a02_body,cl_darkbone_a02_body,ac_darkbone_a02_body,as_darkbone_a02_body,,,,,
10312,龙战士下装（15天）|龙战士下装（15天）|龙战士下装（15天）|龙战士下装（15天）,2,,,,equip/darkbone/,wa_darkbone_a02_leg,ar_darkbone_a02_leg,so_darkbone_a02_leg,cl_darkbone_a02_leg,ac_darkbone_a02_leg,as_darkbone_a02_leg,,,,,
10313,龙战士手套（15天）|龙战士手套（15天）|龙战士手套（15天）|龙战士手套（15天）,3,,,,equip/darkbone/,wa_darkbone_a02_glove,ar_darkbone_a02_glove,so_darkbone_a02_glove,cl_darkbone_a02_glove,ac_darkbone_a02_glove,as_darkbone_a02_glove,,,,,
10314,龙战士鞋子（15天）|龙战士鞋子（15天）|龙战士鞋子（15天）|龙战士鞋子（15天）,4,,,,equip/darkbone/,wa_darkbone_a02_boots,ar_darkbone_a02_boots,so_darkbone_a02_boots,cl_darkbone_a02_boots,ac_darkbone_a02_boots,as_darkbone_a02_boots,,,,0|0|10001|0|0|0,
10315,龙战士长剑（15天）|龙战士长弓（15天）|龙战士法杖（15天）|龙战士权杖（15天）,5,,,,,weapon/wa_darkbone_a02_sword_weapon,weapon/ar_darkbone_a02_bigbow_weapon,weapon/so_darkbone_a02_staff_weapon,weapon/cl_darkbone_a02_mace_weapon,weapon/ac_darkbone_a02_cannon_weapon,weapon/as_darkbone_a02_scimitar_weapon,,,,,
10316,龙战士护手（15天）|龙战士箭袋（15天）|龙战士魔法书（15天）|龙战士盾牌（15天）,6,,,,equip/darkbone/,wa_darkbone_a02_gauntlet,ar_darkbone_a02_quiver,so_darkbone_a02_book,cl_darkbone_a02_shield,ac_darkbone_a02_gauntlet,as_darkbone_a02_crook,,,,,
10320,婚礼帽子|婚礼帽子|婚礼帽子|婚礼帽子|婚礼帽子,0,,,,equip/wedding/,wa_costume_wedding_b_helmet,ar_costume_wedding_a_helmet,so_costume_wedding_a_helmet,cl_costume_wedding_b_helmet,ac_costume_wedding_a_helmet,as_costume_wedding_b_helmet,,,,0|0|0|0|10006|0,
10321,婚礼上装|婚礼上装|婚礼上装|婚礼上装|婚礼上装,1,,,,equip/wedding/,wa_costume_wedding_b_body,ar_costume_wedding_a_body,so_costume_wedding_a_body,cl_costume_wedding_b_body,ac_costume_wedding_a_body,as_costume_wedding_b_body,,,,,
10322,婚礼下装|婚礼下装|婚礼下装|婚礼下装|婚礼下装,2,,,,equip/wedding/,wa_costume_wedding_b_body,ar_costume_wedding_a_body,so_costume_wedding_a_body,cl_costume_wedding_b_body,ac_costume_wedding_a_body,as_costume_wedding_b_body,,,,,
10323,婚礼手套|婚礼手套|婚礼手套|婚礼手套|婚礼手套,3,,,,equip/wedding/,wa_costume_wedding_b_body,ar_costume_wedding_a_body,so_costume_wedding_a_body,cl_costume_wedding_b_body,ac_costume_wedding_a_body,as_costume_wedding_b_body,,,,,
10324,婚礼鞋子|婚礼鞋子|婚礼鞋子|婚礼鞋子|婚礼鞋子,4,,,,equip/wedding/,wa_costume_wedding_b_body,ar_costume_wedding_a_body,so_costume_wedding_a_body,cl_costume_wedding_b_body,ac_costume_wedding_a_body,as_costume_wedding_b_body,,,,,
