SceneID,Comment,SceneType,IsStaticScene,PreTask,PreScene,RequiredLevel,SyncMode,SwitchToSelf,CanReconnect,EndTimeOut,IsCanQuit,DelayTransfer,LineRoleCount,Buff,SceneFile,UnitySceneFile,ScenePath,BGM,BlockFilePath,OperationSettings,StartPos,StartFace,StartRot,Chapter,UIPos,BoxUIPos,UIIcon,FatigueCost,ViewableDropList,Exp,Drop,Drop1,Drop2,Drop3,Drop4,Drop5,Money,FirstDownExp,FirstDownDrop,FirstDownMoney,FirstSSS,ExpSealReward,SceneChest,DiamondDropID,GoldDropID,SilverDropID,CopperDropID,SBox,SSBox,SSSBox,IsBoss,RecommendPower,BossAvatar,BossIcon,EndCutScene,EndCutSceneTime,WinCondition,LoseCondition,WinDelayTime,DayLimit,CoolDown,DayLimitGroupID,CanDrawBox,HasFlyOut,DynamicScene,EnvSet,CanRevive,ReviveNumb,ReviveCost,ReviveMoneyCost,ReviveTime,ReviveBuff,ReviveBuffTip,CanPause,ShowUp,LoadingTips,LoadingPic,SceneCanNavi,ShowAutoFight,ShowBattleStatistics,RandomTaskType,RandomTaskSpecify,UseSupplement,HurtCoef,MiniMap,MiniMapSize,MiniMapOutSize,MiniMapRotation,StaticMiniMapCenter,SceneAI,PPTCoff,GuildExpBounus,FailText,LeaveSceneTip,RecommendHint,TeamInfoDefaultTab,CombatType,SweepNeedPPT,TimeCounter,HasComboBuff,DisplayPet,AutoReturn,StoryDriver,MinPassTime,ShowSkill,ShowNormalAttack,WinConditionTips,BattleExplainTips,DPS,CanVIPRevive,HideTeamIndicate,ShieldSight,SpecifiedTargetLocatedRange,SpactivityActiveDrop,SpActivityDrop,VipReviveLimit
50,全民赛马等待区,34,1,,,,1,FALSE,,,FALSE,,30,,,3v3_daiji,DN_FB/3v3_daiji/3v3_daiji,Audio/mapambience/huanle,Table/SceneBlock/3v3_daiji,1|1001,63.28=0.07=62.39,,0|-160|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0,,,,,,,,,,,FALSE,FALSE,,,FALSE,,,,,,,FALSE,FALSE,全民赛马竞速，随机8人一组匹配到比赛场景进行比赛,l_bj_qmsm,FALSE,FALSE,FALSE,,,,1,minimap_3v3_0,100|100,,180,,,,,,,,,,1000,,FALSE,TRUE,,,0,FALSE,FALSE,,,,1,FALSE,,-1,,,
51,全民赛马比赛区,35,0,,,,1,TRUE,,,TRUE,,,,Level/Racing/horseracing_online,saima01,DN_FB/saima01/saima01,Audio/mapambience/BGM_Desert,Table/SceneBlock/saima01,51|51,183.59=4.4=70.28|183.59=4.4=70.28|183.59=4.4=70.28|183.59=4.4=70.28|183.59=4.4=70.28|183.59=4.4=70.28|183.59=4.4=70.28|183.59=4.4=70.28,220|220|220|220|220|220|220|220,0|220|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,0,,,,0,1=0,2=0,,1,,,TRUE,FALSE,horseracing,,FALSE,,,,,,,FALSE,FALSE,全民赛马中玩家可以使用道具互相干扰对方，看谁能先达到终点,l_bj_qmsm,TRUE,FALSE,FALSE,,,,1,minimap_race,200|200,,220,,Scene_racing_online,,,,,,,,50000,,FALSE,TRUE,30,,0,FALSE,FALSE,,,,1,FALSE,1|3,0,,,
52,英雄战场,36,0,,,,1,TRUE,TRUE,60,FALSE,,0,,Level/Other/herobattle,hero,DN_FB/hero/hero,Audio/mapambience/PVP,Table/SceneBlock/hero,31|1031,102.07=0=29.96|17.64=0=30,-90|90,0|135|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0,,,,,,,,,,,FALSE,FALSE,herobattle,,FALSE,,,,,,,FALSE,FALSE,正在让所有观众入场就位，请稍候|胜不骄败不馁，人生总是有输有赢,Loading_06,FALSE,FALSE,FALSE,,,,1,minimap_hero,120|60|25,,0,60|0|30,Scene_herobattlefield,,,,,,,1,1000,,FALSE,FALSE,,,0,TRUE,TRUE,,,,1,FALSE,,12,,,
53,领地争夺战（等待）,38,0,,,32,1,TRUE,,,TRUE,,10,41004=1,Level/Other/gonghuilingdi_wait,gonghuilingdi,DN_FB/gonghuilingdi/gonghuilingdi,Audio/mapambience/PVP,Table/SceneBlock/gonghuilingdi,5|1005,20.4=0=186.41|182.52=0=13.23,-180|0,0|135|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0,,,,,,,,,,,FALSE,FALSE,wait_scene,,FALSE,,,,,,,FALSE,FALSE,公会领地争夺，赢取每日公会拍卖行道具分红！,Loading_15,FALSE,FALSE,FALSE,,,,1,minimap_zdz,200|200|15,,0,,,,,,,,,1,1000,1|150|10,FALSE,FALSE,,,0,FALSE,FALSE,,占领战场据点获得积分{n}积分高的公会最终占领,,1,TRUE,,-1,,,
54,狂风战场,39,0,,,32,1,TRUE,,,TRUE,,,41004=1|600005=1,Level/Other/gonghuilingdi_fight_wind,gonghuilingdi,DN_FB/gonghuilingdi/gonghuilingdi,Audio/mapambience/PVP,Table/SceneBlock/gonghuilingdi,5|1005,102.4=5=45.8|98.3=5=157.2,0|180,0|135|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0,,,,,4=3600,3=3600,,,,,FALSE,FALSE,fight_scene,0=86400=0,FALSE,,,,,,,FALSE,FALSE,公会领地争夺，赢取每日公会拍卖行道具分红！,Loading_15,FALSE,FALSE,FALSE,,,,1,minimap_zdz,200|200|15,,0,,Scene_gonghuilingdi,,,,,,,1,1000,1|150|10,FALSE,FALSE,,,0,TRUE,TRUE,,每个据点20秒积分+30{n}积分达到3万即可获胜,,1,TRUE,,-1,,,
55,怒雷战场,39,0,,,32,1,TRUE,,,TRUE,,,41004=1|600005=1,Level/Other/gonghuilingdi_fight_lightning,gonghuilingdi,DN_FB/gonghuilingdi/gonghuilingdi,Audio/mapambience/PVP,Table/SceneBlock/gonghuilingdi,5|1005,102.4=5=45.8|98.3=5=157.2,0|180,0|135|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0,,,,,,,,,,,FALSE,FALSE,fight_scene,0=86400=4,FALSE,,,,,,,FALSE,FALSE,公会领地争夺，赢取每日公会拍卖行道具分红！,Loading_15,FALSE,FALSE,FALSE,,,,1,minimap_zdz,200|200|15,,0,,Scene_gonghuilingdi,,,,,,,1,1000,1|150|10,FALSE,FALSE,,,0,TRUE,TRUE,,每个据点20秒积分+30{n}积分达到3万即可获胜,,1,TRUE,,-1,,,
56,寒霜战场,39,0,,,32,1,TRUE,,,TRUE,,,41004=1|600005=1,Level/Other/gonghuilingdi_fight_ice,gonghuilingdi,DN_FB/gonghuilingdi/gonghuilingdi,Audio/mapambience/PVP,Table/SceneBlock/gonghuilingdi,5|1005,102.4=5=45.8|98.3=5=157.2,0|180,0|135|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0,,,,,,,,,,,FALSE,FALSE,fight_scene,0=86400=3,FALSE,,,,,,,FALSE,FALSE,公会领地争夺，赢取每日公会拍卖行道具分红！,Loading_15,FALSE,FALSE,FALSE,,,,1,minimap_zdz,200|200|15,,0,,Scene_gonghuilingdi,,,,,,,1,1000,1|150|10,FALSE,FALSE,,,0,TRUE,TRUE,,每个据点20秒积分+30{n}积分达到3万即可获胜,,1,TRUE,,-1,,,
57,毒云战场,39,0,,,32,1,TRUE,,,TRUE,,,41004=1|600005=1,Level/Other/gonghuilingdi_fight_poison,gonghuilingdi,DN_FB/gonghuilingdi/gonghuilingdi,Audio/mapambience/PVP,Table/SceneBlock/gonghuilingdi,5|1005,102.4=5=45.8|98.3=5=157.2,0|180,0|135|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0,,,,,,,,,,,FALSE,FALSE,fight_scene,0=86400=1,FALSE,,,,,,,FALSE,FALSE,公会领地争夺，赢取每日公会拍卖行道具分红！,Loading_15,FALSE,FALSE,FALSE,,,,1,minimap_zdz,200|200|15,,0,,Scene_gonghuilingdi,,,,,,,1,1000,1|150|10,FALSE,FALSE,,,0,TRUE,TRUE,,每个据点20秒积分+30{n}积分达到3万即可获胜,,1,TRUE,,-1,,,
58,焚炎战场,39,0,,,32,1,TRUE,,,TRUE,,,41004=1|600005=1,Level/Other/gonghuilingdi_fight_fireball,gonghuilingdi,DN_FB/gonghuilingdi/gonghuilingdi,Audio/mapambience/PVP,Table/SceneBlock/gonghuilingdi,5|1005,102.4=5=45.8|98.3=5=157.2,0|180,0|135|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0,,,,,,,,,,,FALSE,FALSE,fight_scene,0=86400=2,FALSE,,,,,,,FALSE,FALSE,公会领地争夺，赢取每日公会拍卖行道具分红！,Loading_15,FALSE,FALSE,FALSE,,,,1,minimap_zdz,200|200|15,,0,,Scene_gonghuilingdi,,,,,,,1,1000,1|150|10,FALSE,FALSE,,,0,TRUE,TRUE,,每个据点20秒积分+30{n}积分达到3万即可获胜,,1,TRUE,,-1,,,
59,藤蔓战场,39,0,,,32,1,TRUE,,,TRUE,,,41004=1|600005=1,Level/Other/gonghuilingdi_fight_tie,gonghuilingdi,DN_FB/gonghuilingdi/gonghuilingdi,Audio/mapambience/PVP,Table/SceneBlock/gonghuilingdi,5|1005,102.4=5=45.8|98.3=5=157.2,0|180,0|135|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0,,,,,,,,,,,FALSE,FALSE,fight_scene,,FALSE,,,,,,,FALSE,FALSE,公会领地争夺，赢取每日公会拍卖行道具分红！,Loading_15,FALSE,FALSE,FALSE,,,,1,minimap_zdz,200|200|15,,0,,Scene_gonghuilingdi,,,,,,,1,1000,1|150|10,FALSE,FALSE,,,0,TRUE,TRUE,,每个据点20秒积分+30{n}积分达到3万即可获胜,,1,TRUE,,-1,,,
60,神圣联赛,40,0,,,40,1,TRUE,,,FALSE,0.5,,13=1,,pvp,DN_FB/pvp/pvp,Audio/mapambience/PVP,Table/SceneBlock/pvp,4|1004,32.80461=0=44.36881|44.46961=0=32.70381,180|0,0|180|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0,,,,,,,,,,,FALSE,FALSE,pvp,,FALSE,,,,,,,FALSE,FALSE,最强战队，舍我其谁！,Loading_06,FALSE,FALSE,FALSE,,,,1,minimap_1v1tts,200|300,,0,,,,,,,,,1,1000,,FALSE,FALSE,,,0,TRUE,TRUE,,,,1,TRUE,,-1,,,
61,英雄战场,36,0,,,,1,TRUE,TRUE,60,FALSE,,0,,Level/Other/herobattle_1,hero2,DN_FB/hero2/hero2,Audio/mapambience/PVP,Table/SceneBlock/hero2,31|1031,22.32=0.04=21.99|98.99=0=98.53,50|-130,0|130|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0,,,,,,,,,,,FALSE,FALSE,herobattle1,,FALSE,,,,,,,FALSE,FALSE,正在让所有观众入场就位，请稍候|胜不骄败不馁，人生总是有输有赢,Loading_06,FALSE,FALSE,FALSE,,,,1,minimap_hero1,120|120|25,,-130,60|0|60,Scene_herobattlefield_1,,,,,,,1,1000,,FALSE,FALSE,,,0,TRUE,TRUE,,,,1,FALSE,,12,,,
62,全民PK赛（天梯）,45,0,,,,1,TRUE,,,FALSE,,0,13=1,,pvp,DN_FB/pvp/pvp,Audio/mapambience/PVP,Table/SceneBlock/pvp,4|1004,32.80461=0=44.36881|44.46961=0=32.70381,135|-45,0|135|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0,,,,,,,,,,,FALSE,FALSE,pvp,,FALSE,,,,,,,FALSE,FALSE,正在让所有观众入场就位，请稍候|胜不骄败不馁，人生总是有输有赢,Loading_06,FALSE,FALSE,FALSE,,,,1,minimap_1v1tts,80|80,,0,,,,,,,,,1,1000,1|150|10,FALSE,FALSE,,,0,TRUE,TRUE,,,,1,FALSE,,-1,,,
63,天梯赛,46,0,,,,1,TRUE,,,TRUE,0.5,0,13=1,,pvp,DN_FB/pvp/pvp,Audio/mapambience/PVP,Table/SceneBlock/pvp,4|1004,32.80461=0=44.36881|44.46961=0=32.70381,135|-45,0|135|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0,,,,,,,,,,,FALSE,FALSE,pvp,,FALSE,,,,,,,FALSE,FALSE,正在让所有观众入场就位，请稍候|胜不骄败不馁，人生总是有输有赢,Loading_06,FALSE,FALSE,FALSE,,,,1,minimap_1v1tts,80|80,,0,,,,,,,,,1,1000,1|150|10,FALSE,FALSE,,,0,TRUE,TRUE,,,,1,FALSE,,-1,,,
64,英雄峡谷,47,0,,,,1,TRUE,TRUE,60,FALSE,,0,,Level/Other/MOBA_1way,yingxiongxiagu,DN_FB/yingxiongxiagu/yingxiongxiagu,Audio/mapambience/PVP,Table/SceneBlock/yingxiongxiagu,31|1071,119.389=0=48.005|16.73062=0=48.11657,0|0,0|0|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0,,,,,,,,,,,FALSE,FALSE,yingxiongxiagu,,FALSE,,,,,,,FALSE,FALSE,团结一致，摧毁敌方基地获得最终胜利|胜不骄败不馁，人生总是有输有赢,Loading_06,TRUE,FALSE,FALSE,,,,1,minimap_yxxg,136|80|20,1.6|1.2,0,68|0|40,Scene_MOBA_1way,,,,,,,1,1000,,FALSE,FALSE,,,0,TRUE,TRUE,,,,1,TRUE,,12,,,
65,英雄战场,36,0,,,,1,TRUE,TRUE,60,FALSE,,0,,Level/Other/herobattle_2,hero3,DN_FB/hero3/hero3,Audio/mapambience/PVP,Table/SceneBlock/hero3,31|1031,25.53=5.232557=75.64548|122.57=5.232557=75.6,90|-90,0|90|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0,,,,,,,,,,,FALSE,FALSE,herobattle2,,FALSE,,,,,,,FALSE,FALSE,正在让所有观众入场就位，请稍候|胜不骄败不馁，人生总是有输有赢,Loading_06,FALSE,FALSE,FALSE,,,,1,minimap_yxzc,120|120|25,,-130,60|0|60,Scene_herobattlefield_2,,,,,,,1,1000,,FALSE,FALSE,,,0,TRUE,TRUE,,,,1,FALSE,,12,,,
66,全民PK赛（天梯2:2）,53,0,,,,1,TRUE,,,FALSE,,0,13=1,,pvp,DN_FB/pvp/pvp,Audio/mapambience/PVP,Table/SceneBlock/pvp,4|1004,32.80461=0=44.36881|44.46961=0=32.70381,135|-45,0|135|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0,,,,,,,,,,,FALSE,FALSE,pvp,,FALSE,,,,,,,FALSE,FALSE,正在让所有观众入场就位，请稍候|胜不骄败不馁，人生总是有输有赢,Loading_06,FALSE,FALSE,FALSE,,,,1,minimap_1v1tts,80|80,,0,,,,,,,,,1,1000,1|150|10,FALSE,FALSE,,,0,TRUE,TRUE,,,,1,FALSE,,-1,,,
70,跨服大乱斗等待区,60,0,,,,1,FALSE,,,FALSE,,30,,,3v3_daiji,DN_FB/3v3_daiji/3v3_daiji,Audio/mapambience/shulin,Table/SceneBlock/3v3_daiji,1|1001,63.28=0.02=62.39,,0|-160|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0,,,,,,,,,,,FALSE,FALSE,,,FALSE,,,,,,,FALSE,FALSE,跨服大乱斗，每周五晚8点半，全民皆敌有你更精彩！|巅峰混战，赢取龙币和龙器宝箱！,Loading_27,FALSE,FALSE,FALSE,,,,1,minimap_3v3_0,100|100,,180,,,,,,,,,,1000,,FALSE,TRUE,,,0,FALSE,FALSE,,,,1,FALSE,,-1,,,
71,跨服大乱斗战场,61,0,,,,1,TRUE,,,FALSE,,,41004=1|600010=1,Level/Activity/BigMelee,DN_Lv5_5_3,DN_Lv_5/DN_Lv5_5_3/DN_Lv5_5_3,Audio/mapambience/PVP,Table/SceneBlock/scene503,5|1005,61.25=9.35=108.69|55.36=13.15=139.58|60.12=13.15=147.48|43.92=13.15=166.31|37.63=13.15=135.59|28.66=13.15=143.82|59.51=13.15=157.35,-25|-50|-80|180|0|65|-115,0|-50|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,0,,,,,,,,,,,FALSE,FALSE,BigMelee,,FALSE,,,,,,,FALSE,FALSE,大乱斗即将开始，尽全力击败其他玩家和怪物获取积分赢取奖励吧！,Loading_27,FALSE,FALSE,FALSE,,,,1,minimap_500,200|200,,-50,,Scene_BigMelee,,,,,,,1,1000,,FALSE,FALSE,,,0,TRUE,TRUE,,,,1,FALSE,,-1,,,
72,普通婚礼,63,0,,,,1,TRUE,,,TRUE,,30,,Level/Other/Scene_wadding_ordinary,gaojigu,DN_FB/gaojigu/gaojigu,Audio/mapambience/hunli,Table/SceneBlock/gaojigu,6|1006,44.82=5.00061=138.08,,0|0|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,Scene_wadding_ordinary,0=86400=0,FALSE,,,,,,,,FALSE,在家园中可以烹饪和钓鱼，收获的作物可以用来烹饪和举办宴会哟,Loading_01|Loading_02|Loading_00|Loading_03,TRUE,FALSE,FALSE,,,,1,,,,,,Scene_wadding_ordinary,,,,,,,,1000,,FALSE,FALSE,,,0,FALSE,FALSE,,,,1,FALSE,,-1,,,
73,豪华婚礼,63,0,,,,1,TRUE,,,TRUE,,30,,Level/Other/Scene_wadding_luxury,gaojigu,DN_FB/gaojigu/gaojigu,Audio/mapambience/hunli,Table/SceneBlock/gaojigu,6|1006,44.82=5.00061=138.08,,0|0|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,Scene_wadding_luxury,0=86400=1,FALSE,,,,,,,,FALSE,在家园中可以烹饪和钓鱼，收获的作物可以用来烹饪和举办宴会哟,Loading_01|Loading_02|Loading_00|Loading_03,TRUE,FALSE,FALSE,,,,1,,,,,,Scene_wadding_luxury,,,,,,,,1000,,FALSE,FALSE,,,0,FALSE,FALSE,,,,1,FALSE,,-1,,,
74,结婚打副本,66,0,,,15,1,FALSE,,,TRUE,,,,Level/11_5,DN_Lv1_1_4,DN_Lv_1/DN_Lv1_1_4/DN_Lv1_1_4,Audio/mapambience/shinei,Table/SceneBlock/scene104,21|1021,21.51234=0.02=27.44312,,0|0|0|1,,,,,,,,,,,,,,1000,1440,115005,1000,,,413,115103,115102,115101,115100,1=10|2=15|3=70|4=5,1=5|2=15|3=70|4=10,1=0|2=15|3=70|4=15,TRUE,10700,,TXBOSSicon_05,,,1=0,2=0,,,,,TRUE,TRUE,DN_Lv1_11_2,,TRUE,3,900=1|900=2|900=3,7=20|7=40|7=60,,4007,物理伤害减免{n}+20%{n}魔法伤害减免{n}+20%,FALSE,FALSE,深渊关卡可以获得大量经验|20级开放英雄战场，化身传说英雄，公平竞技，精彩绝伦,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,TRUE,FALSE,,,1,1,minimap_104,150|150,,0,,Scene_11_5,,,失败不扣除深渊次数和体力,战斗失败不会扣除深渊次数和体力{n}（退出会丢失已获取的战利品）,穿戴4件 16级B装进行挑战,1,,10700,,FALSE,FALSE,30,,0,TRUE,TRUE,,,908=109,,FALSE,,-1,,,1
2010,圆形大剧场,9,0,,,25,1,FALSE,,,TRUE,,,,Level/Park/bossrush_1_1,bossrush,DN_FB/Bossrush/bossrush,Audio/mapambience/bossrush,Table/SceneBlock/bossrush,8|1008,38.2=0=37,,0|0|0|1,201,0|-104,,,,112|111|110,,,,,,,,,,,,,,,,,,,,,,TRUE,0,BR1-1,,,,6=0,1=0,,,,2010,FALSE,FALSE,,,FALSE,,,,,,,FALSE,FALSE,BOSSRUSH挑战可获得纹章袋子哦|BOSSRUSH挑战可获得纹章袋子,Loading_06,FALSE,FALSE,FALSE,,,,1,minimap_bossrush,200|200,,,,Scene_Bossrush,,,,,,,,1000,,FALSE,FALSE,,,0,TRUE,TRUE,,,2500=80,1,FALSE,,-1,,,
2200,世界BOSS,7,0,,,20,1,FALSE,,,TRUE,,8,600007=1,Level/Park/worldboos,xiaoyaojing,DN_FB/xiaoyaojing/xiaoyaojing,Audio/mapambience/lvlong,Table/SceneBlock/xiaoyaojing,3|1003,54=0=61,,0|180|0|1,,,,,,21|1,,,,,,,,,,,,,,,,,,,,,,TRUE,0,,,,,2=0,1=0,,,60,,FALSE,FALSE,worldboss,,TRUE,999,7=5|7=10|7=20|7=30|7=40|7=50,,15=999,,,FALSE,FALSE,那令人恐惧的神秘巨大飞行物又出现了，让我们联手保卫我们的家园！,Loading_19,TRUE,TRUE,FALSE,,,,1,minimap_worldbossxyj,100|150,,180,,Scene_worldboss,,,,,,,,1000,,FALSE,FALSE,,,0,TRUE,TRUE,,,3094=155,1,TRUE,,-1,,,
100,燃烧的凯德拉,2,0,,,1,0,FALSE,,,FALSE,,,9025=1,Level/1_0,DN_Kaidela,DN_Kaidela/DN_Kaidela,Audio/mapambience/shulin,Table/SceneBlock/DN_Kaidela,11|1011,51.43=10.1=106,,0|180|0|1,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,800,,,1_0_cutscene_end,0.5,1=0,1=0,,,,,FALSE,FALSE,DN_Lv1_1_0,,TRUE,3,900=1|900=2|900=3,7=20|7=40|7=60,,,,TRUE,FALSE,游戏设置中可以调整游戏画质哟，设置越高画质越好|勇士们，开启你们的冒险吧,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,FALSE,FALSE,,,1,1,minimap_kaidela,150|150,,-180,,,,,,,,,,1000,,FALSE,FALSE,,,1,TRUE,TRUE,,,1500=200,,FALSE,,-1,,,1
101,阴影森林,2,0,,,1,0,FALSE,,,TRUE,,,,Level/1_1,DN_Lv1_1_0,DN_Lv_1/DN_Lv1_1_0/DN_Lv1_1_0,Audio/mapambience/shulin,Table/SceneBlock/scene100,11|1011,133.078=4.514=79.855,,0|-90|0|1,1,-212|122,,,6=6,,600,,,,,,,100,600,,100,,,,,,,,,,,TRUE,1650,,TXBOSSicon_01,,,1=0,1=0,,,,,FALSE,TRUE,DN_Lv1_1,,TRUE,3,900=1|900=2|900=3,7=20|7=40|7=60,,4006,物理伤害减免{n}+30%{n}魔法伤害减免{n}+30%,TRUE,FALSE,左上角的3D按钮，可以自由切换2.5D和3D视角|及时的闪避可以躲避BOSS的致命攻击哦,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,TRUE,FALSE,,,1,1,minimap_100,200|200,,-90,,,,,战斗失败不会扣除体力,战斗失败不会扣除体力{n}（退出会丢失已获取的战利品）,,,,1000,,FALSE,FALSE,8,,1,TRUE,TRUE,,,13=1,,FALSE,,-1,,,1
102,神殿挖掘场,2,0,3,,1,0,FALSE,,,TRUE,,,,Level/1_2,DN_Lv1_1_1,DN_Lv_1/DN_Lv1_1_1/DN_Lv1_1_1,Audio/mapambience/shulin,Table/SceneBlock/scene101,11|1011,24.6368=0.1178447=101.4311,,0|90|0|1,1,180|106,,,6=6,,600,,,,,,,110,600,,110,,,,,,,,,,,TRUE,2250,,TXBOSSicon_02,,,1=0,1=0,,,,,FALSE,TRUE,DN_Lv1_2,,TRUE,3,900=1|900=2|900=3,7=20|7=40|7=60,,4006,物理伤害减免{n}+30%{n}魔法伤害减免{n}+30%,TRUE,FALSE,在3D视角下，滑动屏幕右侧可以转动视角哦|游戏设置中可以调整游戏画质哟，设置越高画质越好,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,FALSE,FALSE,FALSE,,,1,1,minimap_101,200|200,,90,,Scene_102,,,战斗失败不会扣除体力,战斗失败不会扣除体力{n}（退出会丢失已获取的战利品）,,,,1000,,FALSE,FALSE,8,,1,TRUE,TRUE,,,19=1,,FALSE,,-1,,,1
103,森林圣域,2,0,4,,1,0,FALSE,,,TRUE,,,,Level/1_3,DN_Lv1_1_3,DN_Lv_1/DN_Lv1_1_3/DN_Lv1_1_3,Audio/mapambience/shulin,Table/SceneBlock/scene103,11|1011,76.38144=0=35.91632,,0|0|0|1,1,10|34,,,6=6,,600,,,,,,,120,600,,120,,,,,,,,,,,TRUE,2550,,TXBOSSicon_03,,,1=0,1=0|4=3008,,,,,FALSE,TRUE,DN_Lv1_1_3,,TRUE,3,900=1|900=2|900=3,7=20|7=40|7=60,,4006,物理伤害减免{n}+30%{n}魔法伤害减免{n}+30%,TRUE,FALSE,当BOSS处于浮空状态时，超级盔甲是不会恢复的哟|3级开放自动战斗，解放双手，轻松游戏,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,TRUE,FALSE,,,1,1,minimap_103,100|100,,0,,,,,战斗失败不会扣除体力,战斗失败不会扣除体力{n}（退出会丢失已获取的战利品）,,,,1000,,FALSE,FALSE,8,50310,1,TRUE,TRUE,,,22=1,,FALSE,,-1,,,1
104,墓穴神殿,2,0,5,,1,0,FALSE,,,TRUE,,,,Level/1_4,DN_Lv1_1_4,DN_Lv_1/DN_Lv1_1_4/DN_Lv1_1_4,Audio/mapambience/shinei,Table/SceneBlock/scene104,11|1011,21.51234=0.02=28.905,,0|0|0|1,1,-114|-166,,,6=6,,600,,,,,,,130,600,,130,,,,,,,,,,,TRUE,2850,,TXBOSSicon_04,,,1=0,1=0,,,,,FALSE,TRUE,DN_Lv1_1_4,,TRUE,3,900=1|900=2|900=3,7=20|7=40|7=60,,4006,物理伤害减免{n}+30%{n}魔法伤害减免{n}+30%,TRUE,TRUE,左上角的3D按钮，可以自由切换2.5D和3D视角|推荐3D视角，会有最棒的战斗体验哦,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,TRUE,TRUE,FALSE,,,1,1,minimap_104,150|150,,0,,,,,战斗失败不会扣除体力,战斗失败不会扣除体力{n}（退出会丢失已获取的战利品）,,,,1000,,FALSE,FALSE,8,,1,TRUE,TRUE,,,24=1,,FALSE,,-1,,,1
105,挖掘场中心,2,0,7,,1,0,FALSE,,,TRUE,,,,Level/1_5,DN_Lv1_1_2,DN_Lv_1/DN_Lv1_1_2/DN_Lv1_1_2,Audio/mapambience/shinei,Table/SceneBlock/scene102,11|1011,54.18402=8.093781=39.87392,,0|25|0|1,1,160|-180,,,6=6,1140,600,,105001,105001,105001,,,140,600,105001,140,,,,,,,,,,,TRUE,2700,,TXBOSSicon_05,1_2_cutscene_end,0.5,1=0,1=0,,,,,FALSE,TRUE,DN_Lv1_5,,TRUE,3,900=1|900=2|900=3,7=20|7=40|7=60,,4006,物理伤害减免{n}+30%{n}魔法伤害减免{n}+30%,TRUE,TRUE,萝丝，提摩西，我这就救你们回来！|红圈可是BOSS发动技能的提醒哦，要注意躲避,Loading_00|Loading_01|Loading_02|Loading_03|Loading_04|Loading_08,FALSE,FALSE,FALSE,,,1,1,minimap_102,200|200,,25,,,,,战斗失败不会扣除体力,战斗失败不会扣除体力{n}（退出会丢失已获取的战利品）,,,,1000,,FALSE,FALSE,8,,1,TRUE,TRUE,,,44=2,,FALSE,,-1,,,1
